IP,TTL,FREQ
107.212.111.57,55,78
3.176.96.195,120,2
115.35.1.140,122,1
69.240.20.226,115,4
140.119.172.31,56,10
234.25.91.230,51,1
11.156.238.133,23,1
107.236.125.106,118,1
107.236.125.106,119,4
236.249.78.4,116,20
245.252.147.71,119,4
115.54.138.174,122,47
107.70.57.59,251,1
71.25.224.102,120,16
227.186.180.255,122,1
162.140.62.18,54,2
252.44.249.243,247,2
140.140.15.43,119,7
162.134.170.6,54,1
162.134.170.6,245,1
115.44.152.138,123,9
140.116.31.42,120,4
245.239.230.51,117,60
238.26.4.119,117,1
1.3.1.254,53,7
3.176.245.55,120,4
140.140.111.160,120,9
3.176.43.188,58,153
238.181.105.178,121,6
107.211.121.12,53,12
238.181.127.225,247,3
245.239.200.164,119,10
245.252.137.135,119,7
241.8.12.87,121,2
0.185.19.33,118,2
0.185.19.33,55,1
252.44.108.213,246,2
236.165.96.11,242,1
3.176.160.131,143,1
140.140.150.118,119,7
245.253.128.163,123,28
241.110.95.75,119,7
162.138.50.2,117,1
227.222.136.42,56,1
140.140.89.15,56,8
245.252.194.150,118,3
245.100.101.191,54,32
140.137.123.20,120,10
244.144.17.97,51,1
162.141.82.1,118,1
3.46.61.43,53,1
245.73.92.75,121,18
140.137.223.156,56,8
245.253.110.222,122,10
140.140.8.218,118,16
236.68.80.10,120,1
227.222.136.41,56,1
115.51.175.168,122,3
71.199.150.179,55,1
252.44.115.48,121,8
115.55.137.108,122,7
162.141.202.20,118,1
140.136.194.211,119,5
107.213.106.80,54,1
140.139.39.37,119,7
140.158.39.171,117,1
100.175.14.135,119,38
115.46.141.103,122,1
228.85.177.86,49,1
245.252.242.195,246,3
162.133.196.1,54,2
228.86.83.85,116,398
249.25.10.190,119,14
236.166.202.189,112,1
115.51.175.164,122,3
115.42.203.96,123,2
100.157.199.172,119,1
69.79.58.3,113,18
69.247.39.4,51,7
140.137.3.176,55,3
243.160.252.121,121,36
4.114.153.69,117,21
245.253.147.135,118,3
244.32.155.11,243,1
0.39.97.125,17,1
140.138.23.220,121,10
252.44.82.157,52,1
252.23.244.194,59,4
224.85.218.58,115,6
115.51.175.155,122,3
115.52.194.179,58,1
244.56.76.235,113,105
115.32.19.255,120,4
241.229.89.203,21,1
245.55.145.247,119,2
107.211.105.57,54,1
115.51.175.149,122,3
227.33.179.39,121,3
0.15.112.31,120,242
107.236.31.180,117,1
107.236.31.180,118,7
245.107.206.195,242,2
245.101.255.90,252,1
239.136.166.31,246,1
227.219.77.136,55,5
157.197.148.146,95,3
140.157.33.8,122,13
244.171.229.91,244,1
238.148.232.228,123,8
244.53.63.31,243,5
245.35.213.159,115,1
0.84.18.16,58,1
241.8.103.124,58,4
227.78.210.49,119,18
241.8.87.28,121,8
244.53.36.55,52,31
245.35.225.62,116,1
245.252.177.27,118,4
140.157.171.122,123,11
140.157.147.238,122,5
237.19.248.252,51,4
115.42.30.171,123,1
240.44.97.101,248,1
107.211.6.80,120,848
227.160.1.220,118,2
236.111.127.4,48,13
245.38.160.141,244,1
245.56.83.188,56,6
224.81.247.155,113,6
3.176.160.79,121,1
240.64.243.146,120,206
244.93.110.143,120,6
100.175.77.59,119,4
115.35.7.114,121,241
244.144.62.12,242,2
224.87.118.233,116,6
3.66.164.74,121,28
115.51.175.129,122,3
107.236.17.129,117,1
107.236.17.129,118,6
245.56.27.16,116,9
228.89.74.27,115,6
140.134.114.149,117,1
140.134.114.149,118,1
115.46.124.221,122,4
245.239.228.48,117,18
238.2.107.89,111,3
244.118.245.117,118,16
249.142.94.201,56,31
252.59.179.13,247,3
236.207.168.128,22,1
107.211.9.72,119,1
3.223.176.25,59,1
100.190.181.229,120,17
100.190.181.229,118,6
238.2.107.101,111,3
238.122.214.14,121,14
0.61.222.43,59,11
157.197.148.145,95,6
140.115.106.88,118,9
252.208.36.107,250,3
237.4.28.138,116,24
245.51.155.55,118,1
140.133.41.124,118,7
3.46.42.187,53,1
244.160.196.6,50,1
245.253.146.203,118,44
238.180.156.104,121,99
238.181.188.6,55,4
162.135.223.121,54,1
0.113.126.158,120,195
0.180.1.208,57,50
245.252.197.173,118,3
252.44.184.239,248,1
245.239.205.63,119,8
140.135.9.21,57,2
245.253.142.28,120,4
0.15.1.103,120,8
245.252.183.97,118,11
115.51.175.105,122,3
238.7.125.142,119,111
238.118.176.243,53,1
100.174.160.74,119,181
143.7.231.228,55,1
236.214.222.4,49,1
107.214.57.70,119,24
162.133.177.254,54,1
225.213.43.2,114,47
140.113.113.215,120,2
227.83.200.103,116,1
227.83.200.103,117,1
71.216.230.192,116,7
162.138.149.230,117,12
162.134.183.230,118,43
227.186.161.2,59,8
245.13.87.164,117,8
245.73.113.116,52,5
248.94.191.252,53,1
224.82.20.108,114,366
0.180.173.147,121,6
3.231.247.154,122,4
238.148.189.222,250,1
238.88.69.254,119,9
237.0.102.176,245,1
238.243.100.68,117,155
107.233.53.34,244,2
107.233.53.34,245,20
238.90.150.252,115,1
238.77.112.64,118,3
74.208.216.82,23,1
143.173.63.211,120,10
28.54.217.232,23,1
3.176.253.246,58,1
69.239.221.43,243,1
236.32.41.185,119,20
0.180.113.177,121,1
248.95.191.131,117,1
140.121.96.235,118,2
162.140.233.78,119,19
0.61.207.110,123,4
107.87.183.139,117,11
245.252.63.84,119,5
0.249.92.4,121,2
243.217.138.5,57,3
241.173.20.248,122,1
225.209.241.182,113,5
225.209.241.182,114,142
225.23.55.173,114,34
143.182.242.143,121,3
240.42.114.2,245,1
240.42.114.2,54,1
238.190.29.221,242,1
0.45.180.219,119,3
115.45.123.37,57,10
165.6.75.108,56,15
243.104.89.86,23,1
115.46.115.202,122,208
245.239.202.94,119,4
140.138.142.97,121,1
240.169.173.198,120,10
115.51.175.87,122,3
245.51.194.1,246,2
115.51.221.142,122,17
245.252.162.25,119,10
244.37.170.68,114,3
115.50.75.200,122,361
140.134.192.189,117,8
244.172.16.172,117,9
140.123.202.230,119,2
245.98.62.75,246,1
0.33.124.68,116,285
2.156.154.110,116,13
236.167.76.253,49,1
245.252.191.57,118,9
245.55.73.251,119,4
239.184.225.88,121,3
244.58.142.25,112,6
252.208.117.168,118,3
245.252.177.161,118,5
115.41.99.35,121,1
3.223.223.219,119,1
245.239.229.68,117,15
236.163.17.27,241,21
236.97.44.31,117,1
162.141.29.249,119,3
239.201.102.3,117,3
245.38.160.147,244,1
236.102.253.167,245,2
236.165.222.19,113,1
107.254.46.105,118,1
107.254.46.105,119,5
227.250.71.83,56,184
0.53.238.118,116,22
107.214.55.92,55,6
224.83.102.30,113,192
165.50.35.94,120,29
238.146.158.90,55,3
115.52.19.117,122,42
115.52.221.119,58,11
229.13.219.101,115,6
239.166.27.155,118,3
0.144.136.64,120,10
236.33.112.1,55,4
3.233.110.35,54,4
236.141.125.75,48,12
162.132.244.175,55,1
140.158.252.54,250,2
0.87.202.124,121,3
3.176.160.107,143,1
3.116.149.59,119,22
3.223.149.92,59,15
162.157.181.8,117,6
71.218.186.133,117,255
5.102.146.11,56,2
107.214.210.214,119,10
115.51.175.44,122,3
229.127.64.41,23,1
0.61.211.41,124,1
143.173.57.110,58,27
245.29.16.230,50,18
140.118.27.222,120,5
100.171.127.50,118,8
224.87.120.82,114,8
131.68.113.144,115,69
115.35.64.103,122,24
4.118.78.170,246,2
236.213.31.23,244,1
0.180.242.8,58,1
115.51.218.169,121,6
241.173.218.175,249,2
162.137.170.126,54,1
245.253.102.54,58,18
100.169.246.233,119,149
224.81.50.214,114,7
3.176.212.175,120,3
241.217.201.244,117,6
143.165.90.75,245,1
102.148.38.161,23,1
11.107.117.54,23,1
245.49.215.6,22,4
241.8.132.102,121,1
107.113.218.161,120,73
252.44.30.3,55,64
224.82.243.202,114,6
227.210.41.132,50,1
236.33.115.165,21,5
227.193.144.101,56,2
115.52.20.94,122,24
24.205.216.79,23,1
0.15.205.19,55,10
245.252.203.106,117,13
227.192.213.56,119,7
107.212.8.203,119,48
115.51.175.51,122,3
140.135.100.54,247,2
115.34.157.240,122,4
227.59.54.240,250,3
252.44.31.237,119,9
3.176.213.101,58,4
115.46.141.30,122,5
225.67.91.142,112,12
140.115.239.109,121,3
6.86.240.253,23,1
245.252.112.216,119,102
140.140.39.131,120,1
236.103.148.205,118,29
236.102.253.42,118,1
244.172.10.158,117,10
245.93.27.24,252,1
115.51.175.60,122,3
165.206.211.102,119,1
107.212.112.123,119,1
3.190.249.43,118,1
245.252.179.140,118,6
227.212.101.58,120,1
107.213.9.194,54,89
234.44.32.139,23,1
115.50.238.55,121,14
224.84.179.177,115,6
241.173.20.200,122,1
71.216.216.70,117,7
107.217.92.24,23,1
244.131.138.80,116,7
107.213.13.13,118,25
238.66.192.61,123,37
227.102.191.216,250,2
100.174.169.253,118,8
252.223.42.47,248,1
3.233.96.19,54,1
43.55.132.222,23,1
140.138.190.25,57,5
140.158.244.252,249,1
238.77.79.189,118,6
115.51.175.26,122,3
245.252.229.189,118,8
137.142.201.84,120,2
3.176.161.78,121,1
162.157.11.12,116,12
162.141.97.254,118,1
243.13.148.146,23,1
140.138.19.203,120,3
237.18.81.12,113,6
140.138.65.194,120,9
71.25.236.32,120,2
107.215.82.70,119,1
107.215.82.70,120,18
140.138.189.64,120,2
107.213.173.84,119,7
244.77.237.215,54,1
238.2.90.148,121,7
0.61.195.183,59,1
146.42.84.114,23,1
0.141.36.101,56,5
140.132.28.200,121,2
245.252.61.211,119,40
107.236.36.105,120,35
115.254.199.236,58,26
241.84.132.170,56,6
245.253.110.58,122,274
245.253.110.58,123,18
143.182.211.74,121,1
245.252.58.178,118,96
162.134.217.254,54,3
100.171.112.206,120,7
100.189.234.221,118,5
162.132.191.157,118,11
162.133.84.6,54,1
162.133.84.6,117,9
107.212.104.203,119,32
69.24.109.240,119,21
115.51.175.3,58,3
107.215.53.26,120,24
0.17.44.254,117,1
107.210.42.165,118,11
140.143.178.154,118,7
69.235.220.154,56,4
245.252.219.96,117,1
140.133.36.251,118,11
71.197.152.31,124,23
227.160.25.233,119,7
245.252.140.146,119,3
245.253.23.194,120,20
252.252.29.124,121,3
245.252.10.81,119,140
0.42.142.17,117,1
245.252.148.229,119,17
245.253.108.234,122,3
245.106.89.228,247,1
227.33.174.89,58,1
115.51.174.251,122,9
245.239.205.231,119,3
107.237.224.18,55,20
236.213.84.27,51,2
107.210.190.180,117,1
227.212.201.80,121,8
107.212.66.202,118,7
245.64.122.209,248,3
245.56.6.250,53,2
252.208.122.36,52,1
2.59.196.169,119,6
0.180.60.86,121,7
245.253.9.71,118,105
241.113.161.109,121,1
115.50.41.65,122,1
0.141.38.142,56,10
245.252.218.39,117,472
225.209.209.55,113,11
115.51.2.124,122,4
239.184.101.250,122,2
3.32.105.191,118,273
238.148.193.113,122,2
238.148.193.113,123,3
100.190.14.115,119,1
238.207.158.59,117,6
140.114.240.250,120,40
241.110.220.123,121,65
162.133.89.112,120,1
107.204.180.182,118,1
107.204.180.182,119,6
107.211.73.224,118,11
162.143.26.3,52,46
100.174.20.92,120,49
245.253.98.133,119,7
140.157.116.81,122,1
245.253.95.106,119,8
227.222.149.137,121,3
140.137.121.114,120,2
0.180.19.232,55,8
140.137.178.175,247,5
243.160.201.24,250,1
0.61.193.120,123,2
245.51.67.254,247,3
224.86.57.137,114,19
238.118.163.200,54,1
237.68.51.98,52,94
115.46.141.4,122,1
115.48.133.97,121,6
224.86.155.85,50,1
71.25.237.27,119,16
0.6.23.116,117,4
244.172.7.15,118,94
244.181.86.201,244,1
162.139.67.252,55,6
107.213.162.49,118,21
241.134.122.59,120,6
240.11.246.70,57,14
115.50.182.120,122,4
140.157.148.39,122,1
140.157.148.39,123,2
239.184.146.226,251,3
131.68.240.18,51,4
252.44.22.206,120,38
115.51.174.235,122,3
162.133.163.76,54,5
115.42.30.231,123,5
107.211.80.45,117,4
107.213.226.105,118,172
245.239.194.130,119,94
227.186.190.41,125,4
140.132.227.49,120,2
140.123.179.106,118,8
0.6.99.155,116,1
107.211.183.233,55,8
162.157.79.241,116,10
115.48.68.238,122,1
140.121.102.78,118,1
97.111.229.254,56,2
97.111.229.254,57,2
245.244.61.246,53,1
224.212.103.29,116,7
162.157.73.225,116,6
115.34.205.114,123,9
107.114.144.5,121,73
143.165.3.249,248,2
239.185.6.97,121,8
252.44.82.159,56,5
252.120.20.3,119,5
3.176.161.101,121,1
162.135.38.143,119,13
241.8.144.27,121,3
140.132.230.233,120,2
3.223.160.237,59,10
107.255.223.217,119,35
245.253.170.179,246,5
107.87.183.41,117,1
227.186.147.130,60,533
227.202.164.98,117,24
245.253.17.236,119,29
245.252.63.173,119,222
140.133.44.130,54,1
107.254.2.235,118,37
69.79.168.52,50,7
69.79.168.52,18,1
107.211.56.119,117,6
244.154.237.109,58,31
107.204.131.180,55,1
107.204.131.180,56,6
245.51.9.249,119,3
115.55.143.158,122,4
245.252.20.88,120,36
245.252.198.57,118,11
236.68.65.114,120,24
115.52.161.99,122,5
107.233.124.24,117,1
1.78.195.227,57,5
227.186.155.186,60,1
115.51.48.134,123,3
245.252.22.113,120,24
249.25.112.124,120,1
162.135.8.134,117,2
162.135.8.134,245,1
238.76.230.54,118,1
224.83.100.218,114,264
140.142.91.94,120,7
3.32.111.230,118,5
227.190.38.155,119,12
162.138.43.253,117,1
140.159.63.73,246,2
244.181.9.116,120,1
227.234.95.250,122,8
241.84.142.178,57,9
162.140.57.17,118,1
3.242.182.17,117,33
245.252.63.25,119,21
244.138.43.3,50,160
0.180.171.238,121,4
4.116.66.205,119,14
107.255.250.42,118,27
107.255.250.42,245,4
115.51.174.217,122,3
107.210.251.241,119,5
237.0.226.125,49,1
0.180.52.21,120,7
162.134.190.6,54,3
224.81.217.188,113,1
224.81.217.188,114,5
107.210.125.225,117,7
245.252.8.130,119,8
160.243.138.28,23,1
227.117.98.122,59,17
241.201.105.246,60,13
0.61.211.71,60,2
3.176.161.105,143,1
140.143.214.22,118,6
245.252.191.109,118,56
100.171.226.247,118,98
100.171.226.247,117,13
252.44.36.80,55,4
0.141.36.120,56,179
167.217.223.11,52,1
162.134.200.6,246,5
236.67.162.1,56,1
162.133.250.6,55,1
107.8.161.85,119,7
140.138.26.32,121,2
245.252.44.35,248,3
0.2.180.156,254,1
162.138.54.6,117,1
227.33.175.177,122,5
245.239.235.75,119,4
140.157.153.75,123,9
227.247.86.231,61,64
245.51.235.171,120,2
162.141.67.33,119,2
162.141.67.33,120,4
0.17.12.162,244,1
115.46.141.166,144,1
239.150.107.44,121,24
100.171.85.45,119,19
244.174.234.223,119,55
228.86.230.98,114,6
115.49.27.106,122,4
140.128.176.102,119,31
100.157.71.233,23,1
143.47.154.89,120,51
225.39.200.93,118,69
115.54.43.30,122,3
237.133.90.94,116,31
100.174.167.26,119,358
3.142.159.123,58,10
238.250.155.176,57,10
238.146.150.57,121,8
165.6.122.60,49,7
3.176.70.155,57,496
162.141.211.164,118,8
100.253.233.125,120,6
115.51.57.29,123,322
244.172.20.210,117,269
140.138.190.13,248,1
140.138.190.13,57,3
115.46.141.168,144,1
143.173.41.219,58,10
107.211.24.118,119,23
244.37.172.173,114,13
252.59.169.48,56,80
239.184.253.146,116,2
107.211.121.160,118,31
69.232.82.60,115,17
224.81.37.15,114,6
228.86.69.210,113,153
107.213.81.187,118,1
107.213.81.187,119,9
240.194.193.159,55,4
240.194.193.159,118,2
245.252.23.47,119,21
1.18.133.37,117,150
143.182.169.116,121,6
107.214.61.107,119,7
115.55.82.18,122,5
162.137.227.249,117,1
140.112.25.87,118,16
107.214.119.116,119,13
0.39.146.255,120,106
115.40.15.246,121,5
241.80.242.54,119,6
238.30.54.70,56,2
245.97.173.238,53,5
224.80.65.21,50,1
245.253.61.168,119,3
254.70.65.215,23,1
228.84.122.75,116,172
227.51.232.185,53,1
0.90.55.73,56,12
238.181.111.138,121,3
3.176.161.126,248,1
82.81.124.195,23,1
237.130.15.108,245,1
244.172.31.116,117,6
3.176.160.72,121,1
115.46.141.161,144,1
162.139.170.51,55,31
107.204.188.197,118,1
107.204.188.197,119,23
236.249.80.220,116,61
0.180.87.4,120,164
67.75.175.140,23,1
245.252.215.158,119,71
245.252.12.170,118,1
140.137.223.217,120,15
193.0.239.228,23,1
157.158.188.66,248,1
162.133.133.183,117,2
244.125.5.248,114,16
2.58.23.198,119,3
241.8.62.187,121,38
0.88.142.43,56,1
228.84.41.221,114,252
107.215.99.26,118,1
107.215.99.26,119,2
12.113.185.39,23,1
115.34.255.15,123,9
224.80.19.146,112,4
115.34.227.60,123,1
140.138.47.101,120,13
245.51.11.239,247,1
245.253.142.76,120,5
3.170.243.193,117,232
140.157.205.234,123,3
115.54.205.228,122,4
58.134.173.25,23,1
237.69.25.202,115,8
115.35.88.82,122,8
245.96.54.76,247,3
245.252.158.18,119,29
3.176.239.135,58,46
162.157.120.55,53,8
236.207.122.14,250,3
242.27.151.130,115,2
140.115.118.1,54,2
252.118.172.238,119,6
252.118.172.238,120,1
0.255.18.8,60,59
3.112.204.123,58,8
144.32.39.241,120,12
238.148.152.107,122,8
53.162.120.245,23,1
3.176.161.35,143,1
144.32.62.14,121,12
227.212.150.27,120,1
100.171.83.73,118,6
3.112.216.1,57,1
245.253.48.71,119,6
107.235.87.139,118,1
107.235.87.139,119,15
2.58.34.191,118,6
0.180.220.236,55,9
228.84.2.251,114,18
227.212.232.217,58,30
162.138.75.251,117,1
238.93.119.121,251,3
69.64.171.61,116,6
162.136.126.248,117,1
240.194.197.243,55,1
240.194.197.243,58,5
245.104.252.132,115,7
107.215.28.79,118,1
107.215.28.79,119,37
162.72.5.105,23,1
245.253.190.47,120,15
227.214.161.241,56,7
239.185.16.2,57,1
115.32.87.107,122,130
227.160.18.215,119,3
238.76.213.136,118,3
244.172.14.231,21,4
243.160.204.15,59,10
3.223.149.20,59,953
227.33.186.89,119,3
245.55.145.210,118,20
245.244.61.216,52,14
248.188.12.6,57,1
252.208.117.6,118,3
140.142.87.164,120,1
162.141.217.254,118,33
236.108.242.202,113,8
140.138.27.229,57,19
245.12.145.2,115,1
115.54.61.164,58,591
107.212.17.209,119,23
3.176.161.48,57,1
245.252.116.99,119,3
252.136.29.212,243,12
107.215.218.211,55,8
245.252.73.116,247,1
140.131.248.18,119,6
171.116.104.125,54,1
238.8.162.195,119,3
160.60.90.87,23,1
0.87.207.214,121,9
236.204.117.17,117,7
2.157.52.29,116,8
5.101.73.138,116,28
115.51.14.142,122,4
0.61.206.150,122,4
228.84.230.147,115,6
236.33.45.249,118,2
115.52.45.200,122,11
228.86.39.230,115,17
135.203.133.116,121,11
3.176.173.42,121,55
236.33.1.196,115,7
115.35.57.59,122,6
115.42.107.87,123,12
115.50.146.0,122,176
115.43.148.16,248,1
245.253.61.144,119,8
245.252.16.82,120,259
228.88.94.169,241,1
130.82.160.78,23,1
115.32.154.255,122,156
236.67.154.144,119,1
236.67.61.144,117,3
143.165.101.118,117,97
140.138.170.137,121,13
162.143.99.254,242,1
140.139.183.211,119,1
115.52.194.221,57,16
107.235.99.193,119,2
0.144.138.115,122,61
100.189.249.217,119,13
90.207.161.187,23,1
252.44.46.37,56,5
238.207.218.43,247,1
227.235.46.36,121,8
107.211.120.143,244,220
227.190.36.35,119,4
140.139.173.16,119,3
177.21.83.60,23,1
162.133.209.122,118,7
1.17.161.237,116,4
227.197.78.41,118,8
21.180.192.148,23,1
245.252.129.67,119,8
107.213.195.189,119,5
107.213.78.43,119,425
245.253.162.94,118,9
225.20.251.213,115,25
0.39.254.5,119,4
140.158.20.1,53,1
115.51.174.69,58,3
140.115.108.6,245,1
115.51.174.66,122,3
1.54.194.88,23,1
252.44.252.38,118,9
227.59.32.116,122,12
3.176.161.56,143,1
245.252.117.240,119,10
227.59.32.15,122,413
140.136.244.172,119,6
0.187.233.245,118,29
3.196.222.62,120,4
140.157.169.0,123,50
162.138.195.192,120,4
176.228.0.122,23,1
107.214.245.34,120,6
115.35.195.185,121,4
100.171.84.215,120,7
236.213.229.60,51,1
157.197.148.142,97,3
140.138.38.252,121,5
115.55.80.94,122,4
140.157.245.148,122,1
245.239.227.248,120,3
140.114.206.18,119,17
5.102.215.125,117,151
5.102.215.125,116,64
140.135.5.12,57,1
140.157.245.51,122,1
107.210.161.197,118,7
245.252.211.16,117,38
252.44.227.236,58,1
252.208.104.169,250,1
2.58.190.103,56,1
3.189.136.142,118,6
69.64.182.193,114,1
69.64.182.193,115,5
69.79.88.213,114,5
240.44.97.142,249,1
245.252.169.244,118,438
0.141.36.82,56,6
238.190.236.1,58,1
244.181.78.165,53,5
252.44.86.110,120,6
135.203.132.127,121,2
171.121.102.10,246,1
227.212.167.220,58,8
162.135.36.129,117,8
236.32.118.102,118,41
115.254.226.121,122,4
155.98.222.31,249,16
241.8.150.140,121,4
36.89.24.214,23,1
115.40.130.127,121,18
227.186.165.174,59,6
107.210.106.16,118,1
240.149.3.250,122,3
245.244.35.210,117,6
245.239.238.10,119,8
140.115.210.245,55,3
245.253.24.126,249,9
115.51.174.113,26,3
107.213.162.202,119,25
203.11.234.6,23,1
225.213.3.192,113,168
245.253.152.147,118,22
71.32.160.2,56,10
1.78.192.86,56,15
140.133.33.159,118,14
237.131.130.0,23,1
4.118.197.252,119,257
153.125.225.155,121,236
245.252.22.123,120,7
236.164.15.142,241,5
140.157.246.196,122,6
238.2.111.56,60,31
1.78.202.115,57,74
3.112.192.209,121,11
252.44.73.132,118,3
71.6.251.197,120,9
115.46.141.208,144,1
70.255.192.226,23,1
115.52.1.93,58,22
249.35.155.143,121,3
107.211.9.124,119,546
0.61.202.176,59,3
0.61.200.182,250,1
236.207.196.100,118,1
238.76.215.227,245,389
162.159.194.23,56,37
135.203.174.134,120,10
252.44.228.100,93,3
238.56.23.57,246,1
162.136.86.1,118,2
100.168.200.7,56,2
115.42.30.99,123,1
90.254.150.249,23,1
245.252.172.103,118,310
140.114.234.131,118,10
140.135.235.210,119,1
241.173.68.27,57,2
115.51.174.57,122,3
227.5.159.165,247,5
140.157.39.70,122,41
238.240.9.224,119,1
252.208.109.199,120,3
245.38.174.186,114,2
243.21.152.9,246,1
241.201.111.128,60,17
238.2.107.27,111,3
100.175.14.106,55,23
107.233.61.125,118,1
107.233.61.125,119,6
245.38.188.29,244,1
166.104.154.207,55,1
140.157.221.247,123,26
107.214.195.79,120,1
0.17.48.161,117,8
140.122.77.41,119,5
234.101.76.78,23,1
245.6.50.87,116,17
115.51.174.47,122,3
140.130.36.160,246,6
115.51.174.46,58,3
239.178.66.61,55,1
239.178.66.61,56,1
115.35.85.218,122,3
245.253.135.180,118,1
115.44.249.177,121,6
238.138.44.4,53,1
107.235.105.88,118,32
44.237.232.75,23,1
3.176.188.195,121,24
115.40.89.146,122,3
1.238.134.97,120,27
153.125.45.7,58,27
249.155.34.39,124,86
3.176.161.8,121,1
245.38.191.102,244,1
2.238.143.91,245,1
110.21.152.210,23,1
107.237.246.85,120,57
241.8.148.77,121,6
245.38.160.210,244,1
236.207.214.252,54,2
140.139.43.10,55,4
3.141.109.87,113,8
224.80.129.158,114,10
238.252.179.9,249,3
245.252.31.14,119,251
3.116.155.137,122,3
140.122.6.217,119,2
245.252.41.223,121,3
3.59.29.76,142,2
243.239.173.227,54,16
115.43.184.96,122,4
239.185.96.25,57,1
1.16.58.73,244,1
244.131.191.48,20,1
236.32.26.168,118,3
36.129.15.169,23,1
238.76.253.233,118,171
162.143.106.5,51,7
227.203.237.65,118,5
115.51.174.30,122,3
115.51.174.29,122,3
236.68.116.6,56,1
239.184.141.156,115,162
2.58.83.108,119,135
107.236.90.15,118,1
107.236.90.15,119,5
140.138.177.159,120,10
252.44.140.136,55,6
244.172.23.53,117,15
153.125.208.77,121,19
245.252.113.176,119,9
162.157.56.244,117,7
245.239.232.229,120,5
143.182.243.241,58,6
0.245.13.216,250,2
252.44.180.207,57,1
245.56.185.254,116,2
115.51.174.24,122,3
239.150.245.8,245,1
162.157.179.201,117,4
0.3.90.242,121,39
107.233.75.97,118,2
107.233.75.97,119,12
115.49.198.97,122,6
225.213.213.201,115,10
107.210.39.48,119,31
167.15.199.204,23,1
242.126.250.37,121,321
3.176.161.176,121,1
100.191.120.198,118,7
248.70.121.171,247,1
115.51.174.21,122,3
140.134.218.133,118,5
245.38.170.58,244,1
140.138.47.109,121,7
82.145.31.6,23,1
241.84.142.164,57,6
157.197.148.143,97,3
245.252.115.241,119,8
245.252.33.73,249,6
0.185.19.24,118,8
245.252.2.127,118,17
4.116.9.201,118,52
238.77.122.18,118,41
238.84.51.213,59,1
